,link,meal-category,ingredients,total-time,servings,cook-time,prep-time
16,https://www.allrecipes.com/recipe/229166/grilled-veggie-skewers,['BBQ & GRILLING RECIPES'],"['1 fresh pineapple, cut into chunks', '2 medium zucchinis, cut into 1-inch slices', '2 medium yellow squash, cut into 1-inch slices', '½ pound whole fresh mushrooms', '1 medium red onion, cut into chunks', '12 cherry tomatoes', '1 medium red bell pepper, cut into chunks', '8 bamboo skewers, soaked in water for 20 minutes', '⅓ cup olive oil', '1 ½ teaspoons dried basil', '¾ teaspoon dried oregano', '½ teaspoon salt', '⅛ teaspoon ground black pepper']",['20 mins'],['4'],['10 mins'],['10 mins']
17,https://www.allrecipes.com/recipe/277008/cherry-dump-cake,['CAKES'],"['2 (21 ounce) cans cherry pie filling', '1 (15.25 ounce) package white cake mix', '1/4 cup butter, melted', '1/2 cup coarsely chopped pecans']",['45 mins'],['12'],['35 mins'],['10 mins']
18,https://www.allrecipes.com/recipe/256348/quick-and-easy-baked-fish-fillet,['SEAFOOD'],"['1 pound flounder fillets', '½ teaspoon salt', 'ground black pepper to taste', '1 tablespoon lemon juice', '2 teaspoons melted butter', '1 teaspoon minced onion']",['35 mins'],['3'],['25 mins'],['10 mins']
19,https://www.allrecipes.com/recipe/19954/hungarian-goulash-i,"['SOUPS, STEWS AND CHILI RECIPES']","['⅓ cup vegetable oil', '3 onions, sliced', '2 tablespoons Hungarian sweet paprika', '3 teaspoons salt, divided', '½ teaspoon ground black pepper', '3 pounds beef stew meat, cut into 1 1/2 inch cubes', '1 ½ cups water', '1 (6 ounce) can tomato paste', '1 clove garlic, minced']",['2 hrs 15 mins'],['8'],['2 hrs'],['15 mins']
20,https://www.allrecipes.com/recipe/238544/fish-taco-sauce,['SIDE DISH'],"['3 tablespoons sour cream', '2 tablespoons mayonnaise', '1 tablespoon lime juice', '½ teaspoon garlic powder', '½ teaspoon Sriracha sauce']",['6'],[None],['10 mins'],['10 mins']
21,https://www.allrecipes.com/recipe/278314/easy-homemade-meatballs,['ITALIAN'],"['1 pound ground beef', '1 egg', '½ cup Italian-seasoned bread crumbs', '¼ cup grated Parmesan cheese', '4 teaspoons garlic powder, or to taste', '2 tablespoons Italian seasoning, or to taste', '2 teaspoons olive oil', '1 (28 ounce) jar marinara sauce']",['40 mins'],['4'],['25 mins'],['15 mins']
22,https://www.allrecipes.com/recipe/13658/cornbread-casserole,['SIDE DISH'],"['¼ pound butter, melted', '1 (15-ounce) can whole kernel corn, drained', '1 (15-ounce) can creamed corn', '1 (8.5-ounce) package corn bread mix', '2 tablespoons sour cream']",['1 hr 5 mins'],['6'],['1 hr'],['5 mins']
23,https://www.allrecipes.com/recipe/8820/cream-of-mushroom-chicken,['MEAT AND POULTRY'],"['2 tablespoons butter', '1 (12 fluid ounce) can evaporated milk', '1 (10.5 ounce) can condensed cream of mushroom soup', '1 ¼ cups water, or as needed', '1 onion, chopped', 'salt and pepper to taste', '2 pounds skinless, boneless chicken breast halves, cubed', '1 (6 ounce) can sliced mushrooms, drained']",['40 mins'],['8'],['30 mins'],['10 mins']
24,https://www.allrecipes.com/recipe/132351/fabulous-beef-tenderloin,['MAIN DISHES'],"['1 (3 pound) beef tenderloin roast', '¾ cup soy sauce', '½ cup melted butter']",['10 mins'],['1 hr'],['45 mins'],['5 mins']
25,https://www.allrecipes.com/recipe/23998/a-good-easy-garlic-chicken,['CHICKEN'],"['3 tablespoons butter', '4 skinless, boneless chicken breast halves', '2 teaspoons garlic powder or to taste', '1 teaspoon seasoning salt or to taste', '1 teaspoon onion powder or to taste']",['25 mins'],['4'],['15 mins'],['10 mins']
26,https://www.allrecipes.com/recipe/85504/dry-ranch-style-seasoning-for-dip-or-dressing,['SALAD'],"['1 teaspoon dried parsley', '1 teaspoon seasoned salt', '¾ teaspoon ground black pepper', '½ teaspoon garlic powder', '¼ teaspoon onion powder', '⅛ teaspoon dried thyme']",['12'],['1 tablespoon'],['5 mins'],['5 mins']
27,https://www.allrecipes.com/recipe/275053/instant-pot-pinto-beans-no-soaking,['SIDE DISH'],"['3 slices bacon', '4 cups chicken broth', '1 pound dried pinto beans, rinsed', '1 ½ cups water', '½ cup chopped onions, or to taste (Optional)', '2 green chile peppers', '1 ¼ teaspoons garlic powder', '1 ¼ teaspoons kosher salt', '1 teaspoon chili powder', '½ teaspoon ground cumin', '½ teaspoon paprika']",['10 mins'],['1 hr 25 mins'],['1 hr'],['15 mins']
28,https://www.allrecipes.com/recipe/219077/chef-johns-perfect-mashed-potatoes,['SIDE DISH'],"['3 large russet potatoes, peeled and halved lengthwise', '1/2 cup whole milk', '1/4 cup butter', 'salt and ground black pepper to taste']",['45 mins'],['4'],['25 mins'],['20 mins']
29,https://www.allrecipes.com/recipe/11298/grammas-date-squares,['COOKIES'],"['1 ½ cups rolled oats', '1 ½ cups sifted pastry flour', '1 ⅓ cups packed brown sugar, divided', '¾ teaspoon baking soda', '¼ teaspoon salt', '¾ cup butter, softened', '¾ pound pitted dates, diced', '1 cup water', '1 teaspoon lemon juice']",['50 mins'],['12'],['25 mins'],['25 mins']
30,https://www.allrecipes.com/recipe/245638/reverse-sear-prime-rib-roast,['MEAT AND POULTRY'],"['1 (10 pound) bone-in standing rib roast', '2 tablespoons kosher salt', '½ cup butter, softened', '3 tablespoons chopped fresh rosemary', '2 tablespoons chopped fresh thyme', 'ground black pepper to taste']",['8 hrs 20 mins'],['12 hrs 15 mins'],['3 hrs 40 mins'],['15 mins']
31,https://www.allrecipes.com/recipe/236822/tempura-batter,['GLOBAL CUISINES'],"['2 egg whites', '1 cup all-purpose flour, sifted', '⅔ cup very cold water or chilled sparkling water']",['6'],[None],['10 mins'],['10 mins']
32,https://www.allrecipes.com/recipe/239616/buffalo-cauliflower,['APPETIZERS AND SNACKS'],"['olive oil cooking spray', '1 cup water', '¾ cup gluten-free baking flour (such as Premium Gold® Flax and Ancient Grains All-Purpose Flour)', '½ teaspoon garlic powder, or to taste', 'salt and ground black pepper to taste', '2 heads cauliflower, cut into bite-size pieces', '2 tablespoons butter', ""½ cup hot pepper sauce (such as Frank's RedHot®)"", '1 teaspoon honey']",['10 mins'],['55 mins'],['30 mins'],['15 mins']
33,https://www.allrecipes.com/recipe/239712/blueberry-simple-syrup,['SIDE DISH'],"['1 cup blueberries', '1 cup warm water', '1 cup white sugar', '1 teaspoon lemon juice']",['35 mins'],['12'],['20 mins'],['15 mins']
34,https://www.allrecipes.com/recipe/73155/porridge,['BREAKFAST AND BRUNCH'],"['2 ½ cups water', '1 cup rolled oats', '1 tablespoon white sugar, or to taste (Optional)', '1 teaspoon salt, or to taste (Optional)', '2 bananas, sliced', '1 pinch ground cinnamon', '½ cup cold milk (Optional)']",['15 mins'],['4'],['10 mins'],['5 mins']
35,https://www.allrecipes.com/recipe/75710/sandys-summer-sausage,['MAIN DISHES'],"['2 pounds ground beef', '2 tablespoons mustard seed', '2 tablespoons liquid smoke flavoring', '2 tablespoons sugar-based curing mixture (such as Morton Tender Quick)', '1 tablespoon garlic powder', '1 teaspoon coarse ground black pepper']",['1 day 12 hrs 30 mins'],['1 day 14 hrs 15 mins'],['1 hr 30 mins'],['15 mins']
36,https://www.allrecipes.com/recipe/149896/samhain-pumpkin-bread,['BREAD'],"['1 ¾ cups all-purpose flour', '1 ½ cups white sugar', '1 ½ teaspoons ground cinnamon', '1 teaspoon baking soda', '½ teaspoon ground nutmeg', '½ teaspoon ground allspice', '½ teaspoon ground cloves', '¾ teaspoon salt', '1 (15 ounce) can canned pumpkin', '2 eggs', '⅓ cup water', '¼ cup vegetable oil', '1 teaspoon vanilla extract', '½ cup chopped walnuts']",['20 mins'],['1 hr 30 mins'],['50 mins'],['20 mins']
37,https://www.allrecipes.com/recipe/273458/sausage-stuffed-zucchini-boats,['MAIN DISHES'],"['2 medium zucchini', ""½ pound mild sausage (such as Odom's Tennessee Pride Mild Country Sausage)"", ""⅓ pound hot sausage (such as Odom's Tennessee Pride Hot Country Sausage)"", '1 tablespoon butter', '3 mushrooms, finely diced, or more to taste', '¼ small onion, diced', '½ stalk celery, diced', '1 clove garlic, minced', '1 slice gluten-free bread, crumbled', '1 tablespoon water, or as needed', '½ medium tomato, diced (Optional)', '2 tablespoons grated Parmesan cheese', '4 slices pepper Jack cheese', '½ tablespoon chopped fresh parsley']",['1 hr 20 mins'],['4'],['50 mins'],['30 mins']
38,https://www.allrecipes.com/recipe/8482689/big-batch-freezer-dirty-martini,['DRINKS RECIPES'],"['1 liter vodka', '4 fluid ounces vermouth', '2 fluid ounces water', '1 to 1 1/2 fluid ounces olive brine', 'olives for garnish']",['4 hrs 5 mins'],['8'],['4 hrs'],['5 mins']
39,https://www.allrecipes.com/recipe/235785/sarahs-frozen-pumpkin-spice-cocktail,['FRUITS AND VEGETABLES'],"['8 cubes ice cubes', '¼ cup heavy whipping cream', '¼ cup milk', '¼ cup pumpkin purée', '¼ cup pumpkin spice coffee-flavored liqueur (such as Kahlua)', '½ teaspoon pumpkin pie spice']",['2'],[None],['10 mins'],['10 mins']
40,https://www.allrecipes.com/recipe/215184/blueberry-smoothie,['DRINKS RECIPES'],"['1 cup blueberries (frozen or fresh)', '1 (8 ounce) container plain yogurt', '¾ cup 2% reduced-fat milk', '2 tablespoons white sugar', '½ teaspoon vanilla extract', '⅛ teaspoon ground nutmeg']",['2'],[None],['5 mins'],['5 mins']
41,https://www.allrecipes.com/recipe/13430/santa-fe-soup,"['SOUPS, STEWS AND CHILI RECIPES']","['1 pound ground beef', '2 (15 ounce) cans ranch-style beans', '1 pound processed cheese food (eg. Velveeta), cubed', '1 (15.25 ounce) can whole kernel corn', '1 (14.5 ounce) can peeled and diced tomatoes', '1 (10 ounce) can diced tomatoes with green chile peppers', '1 onion, chopped']",[None],[None],[None],['8']
42,https://www.allrecipes.com/recipe/246951/santa-fe-hatch-chile-green-sauce,['SIDE DISH'],"['6 ounces Hatch chile peppers, halved and seeded', '3 tablespoons corn oil', '1 cup chopped onion', '2 teaspoons minced garlic', '2 tablespoons all-purpose flour', '2 cups beef broth', '1 teaspoon salt']",['15 mins'],['55 mins'],['30 mins'],['10 mins']
43,https://www.allrecipes.com/recipe/152262/scotch-bonnet-hot-sauce,['SIDE DISH'],"['18 fresh Scotch bonnet peppers, sliced and seeded', '6 fresh jalapeño peppers, sliced', '½ cup minced onion', '6 cloves garlic, crushed', '1 teaspoon vegetable oil', '¾ teaspoon salt', '2 cups water', '¼ cup distilled white vinegar', '2 tablespoons white sugar']",['45 mins'],['32'],['25 mins'],['20 mins']
44,https://www.allrecipes.com/recipe/55091/savory-toasted-pumpkin-seeds,['APPETIZERS AND SNACKS'],"['2 cups raw pumpkin seeds', '1 ½ teaspoons Worcestershire sauce', '1 ½ tablespoons butter, melted', '1 ¼ teaspoons seasoned salt']",['1 hr 10 mins'],['16'],['1 hr'],['10 mins']
45,https://www.allrecipes.com/recipe/204813/savory-cheddar-zucchini-muffins,['BREAD'],"['1 ¾ cups all-purpose flour', '1 ½ teaspoons baking powder', '1 teaspoon baking soda', '½ teaspoon salt', '1 cup milk', '1 cup shredded unpeeled zucchini', '¼ cup butter, melted', '1 egg, lightly beaten', '1 clove garlic, minced', '¾ cup shredded Cheddar cheese', '¼ cup freshly grated Parmesan cheese', '4 slices bacon, cooked crisp and crumbled']",['10 mins'],['55 mins'],['30 mins'],['15 mins']
46,https://www.allrecipes.com/recipe/49355/gin-and-tonic,['DRINKS RECIPES'],"['4 cubes ice', '2 fluid ounces gin', '4 fluid ounces tonic water', '1 tablespoon fresh lime juice', '1 lime wedge']",['1'],[None],['5 mins'],['5 mins']
47,https://www.allrecipes.com/recipe/8796/moms-chicken-cacciatore,['MAIN DISHES'],"['2 cups all-purpose flour for coating', '½ teaspoon salt', '¼ teaspoon ground black pepper', '1 (4 pound) chicken, cut into pieces', '2 tablespoons vegetable oil', '1 onion, chopped', '1 green bell pepper, chopped', '2 cloves garlic, minced', '1 (14.5 ounce) can diced tomatoes', '½ cup white wine', '½ teaspoon dried oregano', '2 cups fresh mushrooms, quartered', 'salt and pepper to taste', 'fresh basil leaves to garnish']",['1 hr 15 mins'],['8'],['1 hr'],['15 mins']
48,https://www.allrecipes.com/recipe/90426/tuna-pasta-salad-with-dill,['SALAD'],"['1 (16 ounce) package small uncooked seashell pasta', '1 ½ cups mayonnaise', '½ cup milk', '2 tablespoons pickle juice', '2 teaspoons dried dill weed', '1 teaspoon salt', '⅛ teaspoon ground black pepper', '2 (5 ounce) cans tuna packed in water, drained', '½ cup chopped onion (Optional)']",['1 hr'],['1 hr 25 mins'],['10 mins'],['15 mins']
49,https://www.allrecipes.com/recipe/153927/stuffed-chicken-breasts-with-cornbread-dressing,['MEAT AND POULTRY'],"['6 skinless, boneless chicken breasts', 'salt and ground black pepper to taste', '2 tablespoons butter', '1 small onion, chopped', '½ green bell pepper, seeded and chopped', '2 chicken livers, trimmed and chopped', '2 cloves garlic, minced', '1 teaspoon dried sage', '1 cup chicken broth', '½ teaspoon salt', '½ teaspoon ground black pepper', '4 cups cornbread crumbs', '1 (10.5 ounce) can condensed cream of chicken soup', '½ cup water']",['1 hr 30 mins'],['6'],['1 hr 5 mins'],['25 mins']
50,https://www.allrecipes.com/recipe/283007/braised-baby-bok-choy,['FRUITS AND VEGETABLES'],"['1 tablespoon extra-virgin olive oil', '4 large heads baby bok choy, halved lengthwise', '¼ cup chicken stock', '3 tablespoons soy sauce']",['20 mins'],['4'],['15 mins'],['5 mins']
51,https://www.allrecipes.com/recipe/145662/moroccan-mashed-potatoes,['SIDE DISH'],"['10 large baking potatoes, peeled and cubed', '3 tablespoons olive oil, divided, more as needed or to taste', '1 onion, diced', '1 tablespoon ground turmeric', '1 tablespoon salt, or to taste', '2 teaspoons ground black pepper', '½ teaspoon ground cumin']",['40 mins'],['32'],['20 mins'],['20 mins']
52,https://www.allrecipes.com/recipe/277678/spicy-maple-breakfast-sausage,['MEAT AND POULTRY'],"['1 pound ground pork', '2 tablespoons pure maple syrup', '1 teaspoon salt', '1 teaspoon dried sage', '½ teaspoon onion powder', '½ teaspoon ground black pepper', '½ teaspoon red pepper flakes', '¼ teaspoon ground marjoram', '¼ teaspoon ground coriander', '1 pinch ground cloves', '1 tablespoon olive oil']",['30 mins'],['10'],['20 mins'],['10 mins']
53,https://www.allrecipes.com/recipe/280431/nutella-crescent-rolls,['BREAD'],"['cooking spray', '1 (8 ounce) package refrigerated crescent rolls', '¼ cup chocolate-hazelnut spread (such as Nutella)']",['20 mins'],['8'],['15 mins'],['5 mins']
54,https://www.allrecipes.com/recipe/228510/better-morning-glory-muffins,['QUICK BREAD RECIPES'],"['1 cup brown sugar', '1 cup unbleached all-purpose flour', '1 cup whole wheat flour', '¾ cup dried cranberries', '½ cup shredded sweetened coconut', '¼ cup ground flax seeds', '1 tablespoon ground cinnamon', '2 teaspoons baking soda', '½ teaspoon salt', '12 ounces carrots, shredded', '1 large Granny Smith apple, shredded', '1 cup crushed pineapple, drained', '3 large eggs', '½ cup vegetable oil', '½ cup applesauce', '½ cup coarsely chopped pecans', '1 teaspoon vanilla extract']",['55 mins'],['12'],['35 mins'],['20 mins']
55,https://www.allrecipes.com/recipe/280010/chef-johns-cloud-eggs,['EVERYDAY COOKING'],"['1 teaspoon unsalted butter, or as needed', '2 large eggs', '¼ teaspoon white vinegar', '1 pinch salt']",['20 mins'],['2'],['10 mins'],['10 mins']
56,https://www.allrecipes.com/recipe/220480/adams-apple-cake,['DESSERTS'],"['cooking spray', '3 cups all-purpose flour', '2 cups white sugar', '1 teaspoon salt', '1 teaspoon ground cinnamon', '½ teaspoon baking soda', '1 ¼ cups vegetable oil', '3 large eggs', '1 teaspoon vanilla extract', '4 apples, peeled, cored and chopped']",['1 hr'],['2 hrs 25 mins'],['1 hr'],['25 mins']
57,https://www.allrecipes.com/recipe/279441/mexican-black-beans-and-rice,['GLOBAL CUISINES'],"['2 tablespoons coconut oil', '1 teaspoon chili powder', '1 teaspoon garlic powder', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '2 stalks celery, chopped', '1 tomato, chopped', '½ cup frozen corn', '2 teaspoons chopped fresh oregano', '2 teaspoons chopped fresh cilantro', '1 (15 ounce) can black beans, rinsed and drained', '½ cup mild salsa', '¼ cup water, or as needed', '2 cups cooked white rice', 'salt to taste']",['30 mins'],['4'],['20 mins'],['10 mins']
58,https://www.allrecipes.com/recipe/282687/air-fryer-lava-cakes,['DESSERTS'],"['⅓ cup semisweet chocolate chips', '¼ cup unsalted butter', ""½ cup confectioners' sugar"", '1 large egg', '1 large egg yolk', '½ teaspoon vanilla extract', '⅛ teaspoon salt', '3 tablespoons all-purpose flour']",['5 mins'],['25 mins'],['15 mins'],['5 mins']
59,https://www.allrecipes.com/recipe/220287/honey-dijon-brussels-sprouts,['SIDE DISH'],"['10 Brussels sprouts, halved', '1 ½ teaspoons butter, melted', '1 ½ teaspoons honey', '½ teaspoon Dijon mustard', '1 pinch dried dill weed', '1 pinch onion powder']",['20 mins'],['2'],['15 mins'],['5 mins']
60,https://www.allrecipes.com/recipe/281668/applesauce-puffs,['QUICK BREAD RECIPES'],"['2 cups baking mix (such as Bisquick)', '½ cup applesauce', '½ cup white sugar, divided', '¼ cup milk', '1 large egg', '2 tablespoons vegetable oil', '1 ¼ teaspoons ground cinnamon, divided', '2 tablespoons unsalted butter, melted']",['25 mins'],['30'],['15 mins'],['10 mins']
61,https://www.allrecipes.com/recipe/220594/jims-beer-battered-portobello-mushrooms,['APPETIZERS AND SNACKS'],"['oil for frying', '2 cups bitter ale (such as Goose Island Honkers Ale)', '1 ¾ cups all-purpose flour', '½ cup sesame seeds', '2 tablespoons cornstarch', '1 tablespoon baking powder', '3 large portobello mushroom caps, cut into ½-inch slices']",['30 mins'],['4'],['15 mins'],['15 mins']
62,https://www.allrecipes.com/recipe/238994/pepperoni-eggs,['BREAKFAST AND BRUNCH'],"['1 cup egg substitute', '3 green onions, thinly sliced', '8 pepperoni slices, diced', '1 large egg', '½ teaspoon garlic powder', '1 teaspoon butter, melted', '¼ cup grated Romano cheese', '1 pinch salt and ground black pepper, or to taste']",['20 mins'],['2'],['10 mins'],['10 mins']
63,https://www.allrecipes.com/recipe/246705/emis-apple-brown-betty,['DESSERTS'],"['1 (21 ounce) can apple pie filling', '⅓ cup white sugar', '1 tablespoon ground cinnamon (Optional)', '1 cup all-purpose flour', '⅔ cup brown sugar', '½ cup margarine', '1 tablespoon baking powder']",['15 mins'],['1 hr 25 mins'],['1 hr'],['10 mins']
64,https://www.allrecipes.com/recipe/268128/pork-chops-with-apple-and-cream-sauce,['PORK'],"['2 tablespoons olive oil', '1 tablespoon chopped fresh thyme', 'salt and freshly ground black pepper to taste', '4 pork chops', '1 tablespoon butter', '1 large apple - peeled, cored, and thinly sliced', '½ cup apple juice', '½ cup heavy cream', '1 teaspoon cornstarch']",['15 mins'],['45 mins'],['20 mins'],['10 mins']
65,https://www.allrecipes.com/recipe/223150/chef-johns-turkey-burger,['MEAT AND POULTRY'],"['1 ½ pounds ground turkey', '2 tablespoons plain yogurt', '2 tablespoons chopped fresh cilantro', '1 ½ tablespoons plain bread crumbs', '1 ½ tablespoons ground almonds', '1 tablespoon fresh lemon juice', '2 cloves garlic, minced', '1 ½ teaspoons finely grated fresh ginger', '1 ½ teaspoons salt', '1 ½ teaspoons garam masala', '1 teaspoon chili paste']",['1 hr 5 mins'],['1 hr 30 mins'],['10 mins'],['15 mins']
66,https://www.allrecipes.com/recipe/273765/air-fryer-korean-fried-chicken,['GLOBAL CUISINES'],"['½ cup tapioca starch', '½ teaspoon garlic powder', '¾ teaspoon salt', '½ teaspoon black pepper', '1 pound boneless, skinless chicken breasts, cut into 1-inch pieces', 'cooking spray', '4 ounces tomato sauce', '2 tablespoons gochujang (Korean hot pepper paste)', '2 tablespoons honey', '1 tablespoon soy sauce']",['20 mins'],['4'],['10 mins'],['10 mins']
67,https://www.allrecipes.com/recipe/280709/greek-lemon-potatoes,['SIDE DISH'],"['6 large yellow potatoes, peeled and cut into thin wedges', '¾ cup water', '½ cup lemon juice', '⅓ cup extra-virgin olive oil', '1 tablespoon Dijon mustard', '1 teaspoon dried oregano', '1 pinch salt and ground black pepper to taste']",['1 hr 25 mins'],['4'],['1 hr 15 mins'],['10 mins']
